target	id	Arguments	status_account	month_duration	credit_history	purpose	credit_amount	status_savings	years_employment	payment_to_income_ratio	status_and_sex	secondary_obligor	residence_since	collateral	age	other_installment_plans	housing	n_credits	job	n_guarantors	telephone	is_foreign_worker
bad	953		Low positive balance	24	existing credits paid back duly till now	car (used)	4113	500 to < 1000 DM	< 1 year	3	female : divorced/separated/married	none	4	real estate	28	none	rent	1	skilled employee/ official	1	none	yes
bad	954		No checking account	36	existing credits paid back duly till now	furniture/equipment	10974	< 100 DM	unemployed	4	female : divorced/separated/married	none	2	real estate	26	none	own	2	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	955		Negative balance	12	existing credits paid back duly till now	car (new)	1893	< 100 DM	1 to < 4 years	4	female : divorced/separated/married	guarantor	4	car	29	none	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	956		Negative balance	24	critical account/ other credits existing (not at this bank)	radio/television	1231	>= 1000 DM	>= 7 years	4	female : divorced/separated/married	none	4	car	57	none	rent	2	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	957		High positive balance	30	critical account/ other credits existing (not at this bank)	radio/television	3656	unknown/ no savings account	>= 7 years	4	male : single	none	4	car	49	stores	own	2	unskilled - resident	1	none	yes
good	958		Low positive balance	9	critical account/ other credits existing (not at this bank)	radio/television	1154	< 100 DM	>= 7 years	2	male : single	none	4	none	37	none	own	3	unskilled - resident	1	none	yes
bad	959		Negative balance	28	existing credits paid back duly till now	car (new)	4006	< 100 DM	1 to < 4 years	3	male : single	none	2	real estate	45	none	own	1	unskilled - resident	1	none	yes
good	960		Low positive balance	24	existing credits paid back duly till now	furniture/equipment	3069	100 to < 500 DM	>= 7 years	4	male : single	none	4	savings agreement/life insurance	30	none	for free	1	skilled employee/ official	1	none	yes
good	961		No checking account	6	critical account/ other credits existing (not at this bank)	radio/television	1740	< 100 DM	>= 7 years	2	male : married/widowed	none	2	none	30	none	rent	2	skilled employee/ official	1	none	yes
good	962		Low positive balance	21	delay in paying off in the past	car (new)	2353	< 100 DM	1 to < 4 years	1	male : divorced/separated	none	4	car	47	none	own	2	skilled employee/ official	1	none	yes
good	963		No checking account	15	existing credits paid back duly till now	car (new)	3556	unknown/ no savings account	1 to < 4 years	3	male : single	none	2	savings agreement/life insurance	29	none	own	1	skilled employee/ official	1	none	yes
bad	964		No checking account	24	existing credits paid back duly till now	radio/television	2397	500 to < 1000 DM	>= 7 years	3	male : single	none	2	real estate	35	bank	own	2	skilled employee/ official	1	yes, registered under the customers name	yes
good	965		Low positive balance	6	existing credits paid back duly till now	repairs	454	< 100 DM	< 1 year	3	male : married/widowed	none	1	car	22	none	own	1	unskilled - resident	1	none	yes
good	966		Low positive balance	30	existing credits paid back duly till now	radio/television	1715	unknown/ no savings account	1 to < 4 years	4	female : divorced/separated/married	none	1	real estate	26	none	own	1	skilled employee/ official	1	none	yes
bad	967		Low positive balance	27	critical account/ other credits existing (not at this bank)	radio/television	2520	500 to < 1000 DM	1 to < 4 years	4	male : single	none	2	car	23	none	own	2	unskilled - resident	1	none	yes
good	968		No checking account	15	existing credits paid back duly till now	radio/television	3568	< 100 DM	>= 7 years	4	female : divorced/separated/married	none	2	real estate	54	bank	rent	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	969		No checking account	42	existing credits paid back duly till now	radio/television	7166	unknown/ no savings account	4 to < 7 years	2	male : married/widowed	none	4	car	29	none	rent	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	970		Negative balance	11	critical account/ other credits existing (not at this bank)	car (new)	3939	< 100 DM	1 to < 4 years	1	male : single	none	2	none	40	none	own	2	unskilled - resident	2	none	yes
good	971		Low positive balance	15	existing credits paid back duly till now	repairs	1514	100 to < 500 DM	1 to < 4 years	4	male : single	guarantor	2	none	22	none	own	1	skilled employee/ official	1	none	yes
good	972		No checking account	24	existing credits paid back duly till now	car (new)	7393	< 100 DM	1 to < 4 years	1	male : single	none	4	car	43	none	own	1	unskilled - resident	2	none	yes
bad	973		Negative balance	24	all credits at this bank paid back duly	car (new)	1193	< 100 DM	unemployed	1	female : divorced/separated/married	co-applicant	4	savings agreement/life insurance	29	none	rent	2	unemployed/ unskilled - non-resident	1	none	yes
bad	974		Negative balance	60	existing credits paid back duly till now	business	7297	< 100 DM	>= 7 years	4	male : single	co-applicant	4	savings agreement/life insurance	36	none	rent	1	skilled employee/ official	1	none	yes
good	975		No checking account	30	critical account/ other credits existing (not at this bank)	radio/television	2831	< 100 DM	1 to < 4 years	4	female : divorced/separated/married	none	2	real estate	33	none	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	976		High positive balance	24	existing credits paid back duly till now	radio/television	1258	500 to < 1000 DM	1 to < 4 years	3	female : divorced/separated/married	none	3	real estate	57	none	own	1	unskilled - resident	1	none	yes
good	977		Low positive balance	6	existing credits paid back duly till now	radio/television	753	< 100 DM	1 to < 4 years	2	female : divorced/separated/married	guarantor	3	none	64	none	own	1	skilled employee/ official	1	none	yes
good	978		Low positive balance	18	delay in paying off in the past	business	2427	unknown/ no savings account	>= 7 years	4	male : single	none	2	car	42	none	own	2	skilled employee/ official	1	none	yes
bad	979		No checking account	24	delay in paying off in the past	car (new)	2538	< 100 DM	>= 7 years	4	male : single	none	4	real estate	47	none	own	2	unskilled - resident	2	none	yes
bad	980		Low positive balance	15	all credits at this bank paid back duly	car (new)	1264	100 to < 500 DM	1 to < 4 years	2	male : married/widowed	none	2	car	25	none	rent	1	skilled employee/ official	1	none	yes
bad	981		Low positive balance	30	critical account/ other credits existing (not at this bank)	furniture/equipment	8386	< 100 DM	4 to < 7 years	2	male : single	none	2	car	49	none	own	1	skilled employee/ official	1	none	yes
bad	982		No checking account	48	existing credits paid back duly till now	business	4844	< 100 DM	unemployed	3	male : single	none	2	real estate	33	bank	rent	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	983		High positive balance	21	existing credits paid back duly till now	car (new)	2923	100 to < 500 DM	1 to < 4 years	1	female : divorced/separated/married	none	1	real estate	28	bank	own	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
bad	984		Negative balance	36	existing credits paid back duly till now	car (used)	8229	< 100 DM	1 to < 4 years	2	male : single	none	2	car	26	none	own	1	skilled employee/ official	2	none	yes
good	985		No checking account	24	critical account/ other credits existing (not at this bank)	furniture/equipment	2028	< 100 DM	4 to < 7 years	2	male : single	none	2	car	30	none	own	2	unskilled - resident	1	none	yes
good	986		Negative balance	15	critical account/ other credits existing (not at this bank)	furniture/equipment	1433	< 100 DM	1 to < 4 years	4	female : divorced/separated/married	none	3	car	25	none	rent	2	skilled employee/ official	1	none	yes
good	987		High positive balance	42	no credits taken/ all credits paid back duly	business	6289	< 100 DM	< 1 year	2	male : divorced/separated	none	1	car	33	none	own	2	skilled employee/ official	1	none	yes
good	988		No checking account	13	existing credits paid back duly till now	radio/television	1409	100 to < 500 DM	unemployed	2	female : divorced/separated/married	none	4	none	64	none	own	1	skilled employee/ official	1	none	yes
good	989		Negative balance	24	existing credits paid back duly till now	car (used)	6579	< 100 DM	unemployed	4	male : single	none	2	savings agreement/life insurance	29	none	for free	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	990		Low positive balance	24	critical account/ other credits existing (not at this bank)	radio/television	1743	< 100 DM	>= 7 years	4	male : single	none	2	car	48	none	own	2	unskilled - resident	1	none	yes
good	991		No checking account	12	critical account/ other credits existing (not at this bank)	education	3565	unknown/ no savings account	< 1 year	2	male : single	none	1	car	37	none	own	2	unskilled - resident	2	none	yes
good	992		No checking account	15	all credits at this bank paid back duly	radio/television	1569	100 to < 500 DM	>= 7 years	4	male : single	none	4	real estate	34	bank	own	1	unskilled - resident	2	none	yes
good	993		Negative balance	18	existing credits paid back duly till now	radio/television	1936	unknown/ no savings account	4 to < 7 years	2	male : married/widowed	none	4	real estate	23	none	rent	2	unskilled - resident	1	none	yes
good	994		Negative balance	36	existing credits paid back duly till now	furniture/equipment	3959	< 100 DM	unemployed	4	male : single	none	3	car	30	none	own	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	995		No checking account	12	existing credits paid back duly till now	car (new)	2390	unknown/ no savings account	>= 7 years	4	male : single	none	3	real estate	50	none	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	996		No checking account	12	existing credits paid back duly till now	furniture/equipment	1736	< 100 DM	4 to < 7 years	3	female : divorced/separated/married	none	4	none	31	none	own	1	unskilled - resident	1	none	yes
good	997		Negative balance	30	existing credits paid back duly till now	car (used)	3857	< 100 DM	1 to < 4 years	4	male : divorced/separated	none	4	car	40	none	own	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	998		No checking account	12	existing credits paid back duly till now	radio/television	804	< 100 DM	>= 7 years	4	male : single	none	4	real estate	38	none	own	1	skilled employee/ official	1	none	yes
bad	999		Negative balance	45	existing credits paid back duly till now	radio/television	1845	< 100 DM	1 to < 4 years	4	male : single	none	4	savings agreement/life insurance	23	none	for free	1	skilled employee/ official	1	yes, registered under the customers name	yes
